"mid","sex","level"
"1703492","0","5"
"1705262","-1","5"
"1721300","-1","5"
"1734442","-1","5"
"1735379","1","5"
"1744066","1","5"
"1751326","-1","5"
"1755414","1","5"
"1757049","-1","5"
"1758285","-1","5"
"1761728","-1","6"
"1763766","-1","5"
"1774124","-1","5"
"1775952","-1","5"
"1779186","-1","5"
"1784531","-1","5"
"1791842","-1","5"
"1795902","-1","5"
"1797895","-1","5"
"1804884","0","6"
"1812488","1","5"
"1826217","-1","5"
"1846596","-1","5"
"1847459","-1","5"
"1849928","-1","6"
"1853345","1","6"
"1861694","-1","5"
"1870233","-1","5"
"1872526","-1","5"
"1884140","-1","4"
"1886218","-1","5"
"1888244","-1","5"
"1896538","-1","5"
"1902773","-1","5"
"1914322","1","5"
"1938622","1","5"
"1939654","-1","5"
"1951935","-1","5"
"1954902","-1","6"
"1958885","-1","4"
"1958977","-1","5"
"1961792","-1","5"
"1964784","0","5"
"1969229","1","5"
"1970430","1","5"
"1974581","-1","5"
"1977102","-1","5"
"1983957","-1","5"
"1988631","-1","5"
"1994842","0","5"
"2017310","-1","5"
"2019631","0","5"
"2030901","-1","5"
"2031528","-1","5"
"2038310","-1","5"
"2041866","-1","5"
"2043350","-1","5"
"2057358","-1","5"
"2058851","-1","5"
"2059371","1","5"
"2064958","1","5"
"2067417","-1","4"
"2076908","-1","5"
"2082010","-1","5"
"2089030","-1","5"
"2109251","-1","6"
"2129988","0","5"
"2135567","-1","5"
"2140228","-1","5"
"2145344","-1","5"
"2146670","-1","5"
"2147960","-1","5"
"2158183","-1","6"
"2160701","-1","6"
"2174479","-1","5"
"2178468","-1","5"
"2182452","-1","6"
"2185559","-1","5"
"2208064","1","5"
"2209946","-1","5"
"2224443","-1","5"
"2226901","-1","4"
"2242586","-1","5"
"2245359","-1","5"
"2245368","1","6"
"2246252","0","6"
"2246255","1","5"
"2261036","-1","5"
"2267597","-1","5"
"2269568","-1","5"
"2279767","-1","6"
"2284104","-1","5"
"2289722","-1","5"
"2297457","-1","5"
"2302096","0","5"
"2308032","-1","3"
"2314856","-1","6"
"2318049","0","5"
"2331610","-1","5"
"2334134","1","4"
"2340325","-1","5"
"2345625","-1","5"
"2353828","1","5"
"2364204","-1","5"
"2380790","-1","5"
"2384438","1","5"
"2385661","-1","5"
"2387073","-1","5"
"2390829","1","4"
"2416372","-1","5"
"2433762","-1","5"
"2438225","-1","5"
"2462555","-1","5"
"2464796","-1","5"
"2465618","1","5"
"2479182","-1","5"
"2495138","1","5"
"2497331","-1","5"
"2513402","-1","5"
"2517674","0","4"
"2518615","-1","6"
"2535100","-1","5"
"2536253","-1","5"
"2548082","-1","5"
"2572308","1","5"
"2599286","-1","5"
"2624781","1","5"
"2642236","-1","3"
"2651823","-1","5"
"2652659","-1","6"
"2655762","-1","5"
"2673396","-1","5"
"2674961","-1","5"
"2677618","-1","5"
"2690607","-1","5"
"2703264","1","5"
"2710261","-1","5"
"2716950","-1","4"
"2718189","1","5"
"2719588","0","5"
"2730672","1","5"
"2744252","1","5"
"2748227","-1","5"
"2753266","-1","5"
"2772865","-1","5"
"2774461","-1","5"
"2780777","-1","5"
"2782764","-1","5"
"2784345","-1","5"
"2788377","-1","6"
"2795498","1","5"
"2801456","1","5"
"2802525","-1","5"
"2803390","-1","5"
"2803591","-1","5"
"2805301","-1","5"
"2811361","-1","5"
"2811437","-1","4"
"2831196","-1","5"
"2841864","1","6"
"2842088","1","5"
"2845193","-1","5"
"2846713","-1","6"
"2861876","-1","5"
"2861979","-1","5"
"2866702","-1","6"
"2873320","-1","5"
"2902494","-1","5"
"2906281","0","5"
"2908029","-1","5"
"2910161","-1","5"
"2926117","-1","6"
"2926984","-1","6"
"2935565","-1","5"
"2937229","0","5"
"2957700","1","5"
"2989159","0","5"
"2990726","-1","5"
"2994220","-1","5"
"3015745","-1","5"
"3016107","0","5"
"3024880","1","5"
"3024950","-1","4"
"3039765","0","5"
"3040453","-1","4"
"3074415","-1","5"
"3076712","0","6"
"3086793","-1","5"
"3090492","-1","6"
"3099017","-1","6"
"3105301","-1","5"
"3110360","1","5"
"3112221","-1","6"
"3112612","-1","6"
"3129220","-1","5"
"3136539","-1","6"
"3150364","-1","5"
"3167025","-1","5"
"3178780","-1","5"
"3183529","-1","5"
"3212806","0","5"
"3219356","1","5"
"3240131","-1","5"
"3255761","-1","5"
"3274861","-1","5"
"3279350","-1","5"
"3279444","-1","5"
"3282122","-1","5"
"3284216","-1","5"
"3300694","-1","5"
"3303493","-1","4"
"3307512","0","5"
"3310975","0","5"
"3329077","1","5"
"3347310","1","5"
"3355950","0","5"
"3362822","-1","5"
"3364699","1","5"
"3383348","-1","5"
"3384811","-1","4"
"3396301","1","5"
"3397557","-1","5"
"3408782","-1","4"
"3415413","0","5"
"3416538","-1","5"
"3432233","-1","5"
"3434136","-1","5"
"3434705","-1","5"
"3452122","-1","5"
"3456897","0","6"
"3461982","-1","5"
"3470142","-1","5"
"3499930","-1","4"
"3511343","1","5"
"3518031","-1","5"
"3533091","-1","5"
"3535999","-1","5"
"3538046","-1","5"
"3553171","-1","5"
"3579588","-1","5"
"3590511","1","5"
"3592849","1","4"
"3663964","-1","5"
"3672078","-1","5"
"3697221","-1","5"
"3713770","1","5"
"3719404","0","5"
"3737368","-1","5"
"3744075","-1","5"
"3761471","-1","6"
"3763176","-1","5"
"3766196","-1","4"
"3785957","-1","4"
"3803960","1","5"
"3807448","-1","5"
"3811106","-1","5"
"3828395","-1","5"
"3837004","-1","5"
"3850140","-1","5"
"3859613","0","4"
"3864439","-1","5"
"3872107","-1","5"
"3883051","-1","5"
"3886842","-1","5"
"3911196","-1","4"
"3915655","-1","5"
"3920261","-1","5"
"3933008","0","5"
"3934780","-1","5"
"3944523","-1","5"
"3953498","-1","5"
"3954675","1","5"
"3956058","1","5"
"3959729","-1","4"
"3967349","0","5"
"3986150","-1","5"
"3989452","-1","5"
"3989913","-1","5"
"4008523","0","4"
"4025765","-1","6"
"4028076","-1","6"
"4028346","-1","5"
"4038843","-1","5"
"4041870","-1","5"
"4057524","-1","5"
"4059983","-1","6"
"4076519","-1","5"
"4088469","1","5"
"4092335","-1","5"
"4096818","1","5"
"4102458","-1","5"
"4103681","-1","5"
"4106583","-1","5"
"4108737","1","6"
"4114605","1","5"
"4125736","-1","5"
"4136795","-1","5"
"4147962","-1","5"
"4173796","-1","5"
"4179155","1","5"
"4183291","-1","5"
"4194470","-1","5"
"4213505","-1","5"
"4219146","1","6"
"4220257","-1","5"
"4228174","1","5"
"4229269","0","5"
"4234934","1","5"
"4267212","0","4"
"4273786","-1","5"
"4306746","1","5"
"4313912","-1","6"
"4336622","1","5"
"4338417","-1","5"
"4345015","1","5"
"4347225","-1","6"
"4353583","-1","5"
"4355771","-1","5"
"4363963","-1","5"
"4372934","-1","3"
"4373476","-1","6"
"4379228","-1","5"
"4383641","0","5"
"4394521","-1","5"
"4412741","1","5"
"4438036","-1","5"
"4452744","-1","5"
"4466987","1","5"
"4468453","-1","5"
"4475366","0","4"
"4489020","-1","5"
"4518651","-1","4"
"4528438","-1","5"
"4528874","-1","5"
"4529065","-1","4"
"4535007","-1","5"
"4538432","-1","4"
"4567692","-1","5"
"4575056","0","5"
"4578555","-1","4"
"4585684","-1","5"
"4598089","1","5"
"4601828","-1","5"
"4627067","-1","5"
"4627296","-1","5"
"4628393","-1","5"
"4632056","0","4"
"4635807","-1","4"
"4644758","-1","5"
"4652403","0","5"
"4654368","-1","4"
"4664356","1","5"
"4665153","1","5"
"4668408","-1","5"
"4700175","-1","6"
"4702748","-1","5"
"4715103","-1","5"
"4717441","-1","4"
"4723322","-1","4"
"4725348","-1","5"
"4725567","-1","5"
"4727451","1","6"
"4730176","1","6"
"4737035","-1","5"
"4746610","0","6"
"4752450","1","5"
"4753952","-1","5"
"4756238","-1","5"
"4761650","1","5"
"4771387","-1","5"
"4771773","-1","5"
"4775012","-1","5"
"4791438","-1","5"
"4795039","-1","5"
"4803268","-1","5"
"4803962","-1","6"
"4806233","-1","5"
"4809810","-1","5"
"4830945","1","5"
"4837927","-1","5"
"4847689","1","5"
"4872565","-1","5"
"4875546","-1","5"
"4887175","-1","5"
"4891078","-1","4"
"4902616","0","6"
"4910441","-1","5"
"4914014","-1","5"
"4926194","-1","4"
"4928578","1","5"
"4938639","-1","5"
"4942802","-1","5"
"4943257","-1","4"
"4979412","-1","5"
"4989238","-1","5"
"4997481","-1","4"
"5002216","-1","5"
"5003962","-1","5"
"5007176","0","6"
"5008267","1","5"
"5012166","-1","5"
"5020078","-1","5"
"5025882","-1","5"
"5036856","-1","4"
"5045628","-1","5"
"5046552","-1","5"
"5048317","-1","5"
"5049017","-1","5"
"5062107","-1","5"
"5063623","-1","5"
"5080425","-1","5"
"5089252","-1","5"
"5093055","-1","5"
"5096380","-1","5"
"5101861","-1","5"
"5106473","-1","5"
"5137383","-1","5"
"5187836","-1","5"
"5191316","-1","5"
"5203168","-1","5"
"5212909","-1","5"
"5213842","-1","6"
"5217132","1","5"
"5225398","-1","5"
"5228695","-1","5"
"5233173","-1","5"
"5234122","0","5"
"5235698","-1","5"
"5259909","-1","5"
"5274407","-1","5"
"5291944","-1","5"
"5302113","-1","5"
"5304898","-1","5"
"5318138","-1","4"
"5319254","-1","5"
"5325879","-1","6"
"5339063","-1","5"
"5356462","-1","4"
"5368018","-1","5"
"5373337","-1","5"
"5376771","0","5"
"5400818","-1","5"
"5403618","-1","5"
"5404896","-1","5"
"5415350","-1","5"
"5445590","-1","5"
"5447832","-1","5"
"5495715","-1","5"
"5537526","-1","5"
"5543221","-1","5"
"5548255","1","5"
"5551055","-1","5"
"5565219","1","6"
"5568032","-1","5"
"5572828","0","4"
"5573486","-1","5"
"5603466","-1","5"
"5612499","-1","5"
"5621802","1","5"
"5621917","-1","5"
"5643842","-1","6"
"5649819","1","4"
"5657453","-1","5"
"5715032","-1","5"
"5748794","-1","5"
"5750190","-1","5"
"5758559","-1","5"
"5760432","-1","4"
"5763426","1","5"
"5779666","-1","5"
"5780959","-1","5"
"5786360","0","5"
"5817451","-1","5"
"5818283","-1","3"
"5840083","-1","5"
"5846477","-1","6"
"5867546","-1","6"
"5872951","-1","6"
"5926097","0","5"
"5942685","1","5"
"5947785","-1","5"
"5953568","-1","5"
"5962173","-1","4"
"5963296","1","6"
"5982113","-1","5"
"5990499","1","5"
"6012367","-1","3"
"6024716","1","5"
"6034700","-1","5"
"6037463","-1","5"
"6045032","-1","5"
"6050798","-1","5"
"6082088","-1","5"
"6083951","-1","5"
"6084621","-1","3"
"6095261","1","5"
"6102434","-1","5"
"6103923","-1","5"
"6118805","0","5"
"6125307","1","5"
"6154845","-1","5"
"6155121","-1","5"
"6263409","0","5"
"6266679","-1","5"
"6279553","-1","5"
"6318424","-1","4"
"6320780","1","5"
"6331873","1","6"
"6332206","-1","5"
"6339142","-1","6"
"6340282","-1","5"
"6343621","1","5"
"6345369","-1","5"
"6347163","-1","5"
"6351820","-1","5"
"6352748","-1","4"
"6354872","-1","6"
"6369961","-1","4"
"6372694","-1","5"
"6383532","-1","5"
"6398634","-1","5"
"6400872","-1","4"
"6403281","-1","5"
"6404899","-1","4"
"6406206","0","5"
"6414302","-1","5"
"6415558","-1","5"
"6416744","-1","5"
"6440369","0","5"
"6440807","-1","5"
"6460624","-1","6"
"6461256","-1","5"
"6469841","1","4"
"6470372","0","5"
"6517078","-1","3"
"6517272","-1","6"
"6539223","-1","5"
"6540775","-1","5"
"6543633","-1","5"
"6549755","-1","5"
"6552838","-1","5"
"6554405","-1","5"
"6572804","-1","5"
"6574585","-1","5"
"6585428","-1","5"
"6585882","-1","4"
"6587241","-1","5"
"6594138","-1","5"
"6594249","-1","5"
"6598063","0","5"
"6603733","-1","6"
"6615453","1","6"
"6624878","-1","5"
"6628047","-1","5"
"6629844","-1","5"
"6654820","-1","5"
"6670252","-1","5"
"6670638","1","5"
"6674557","-1","5"
"6693791","-1","5"
"6697835","-1","5"
"6698462","-1","4"
"6701296","-1","4"
"6731107","-1","5"
"6735790","1","5"
"6744868","1","5"
"6752791","-1","5"
"6761420","-1","5"
"6768007","1","4"
"6787491","-1","5"
"6789957","1","6"
"6795200","1","5"
"6795229","1","5"
"6845087","-1","5"
"6852790","1","5"
"6862882","-1","4"
"6865538","-1","6"
"6866496","-1","5"
"6869232","-1","5"
"6887046","-1","5"
"6899420","-1","5"
"6925957","-1","5"
"6937821","0","5"
"6939239","-1","5"
"6944530","-1","5"
"6958501","-1","5"
"6963635","-1","5"
"6967639","1","5"
"6981359","-1","5"
"6985688","1","5"
"6989733","1","5"
"6989968","-1","5"
"7004426","-1","5"
"7006391","-1","5"
"7011807","-1","5"
"7017217","-1","5"
"7018884","-1","5"
"7028463","0","5"
"7033665","-1","5"
"7042119","-1","4"
"7044626","1","5"
"7048104","1","5"
"7049670","1","5"
"7052127","-1","5"
"7054791","-1","4"
"7063632","-1","5"
"7093059","-1","5"
"7107969","1","5"
"7111856","-1","5"
"7135795","-1","5"
"7177891","-1","5"
"7183854","-1","5"
"7196938","1","5"
"7208462","-1","5"
"7223863","-1","5"
"7248282","1","5"
"7254635","0","5"
"7263285","0","5"
"7263935","-1","5"
"7276681","-1","5"
"7289138","-1","5"
"7298733","1","5"
"7302936","-1","5"
"7308431","-1","5"
"7332015","1","5"
"7395287","1","5"
"7395430","1","5"
"7400118","-1","5"
"7401001","-1","5"
"7402733","-1","5"
"7412466","-1","5"
"7419974","-1","5"
"7422964","-1","5"
"7434836","-1","5"
"7440418","1","5"
"7481733","-1","5"
"7481780","-1","5"
"7488397","-1","5"
"7488894","1","5"
"7491734","-1","4"
"7492302","-1","4"
"7509469","-1","5"
"7571325","1","5"
"7573512","-1","5"
"7652719","-1","5"
"7679159","-1","6"
"7683036","-1","4"
"7702912","-1","5"
"7702933","1","5"
"7730374","-1","5"
"7755370","-1","5"
"7762308","-1","5"
"7770612","1","4"
"7792506","-1","5"
"7812676","-1","4"
"7813888","-1","5"
"7830722","-1","5"
"7831238","-1","5"
"7833785","1","5"
"7844171","-1","5"
"7848681","1","5"
"7856158","-1","5"
"7858543","0","4"
"7868606","1","5"
"7872434","-1","6"
"7873096","0","5"
"7903285","1","5"
"7918348","1","5"
"7923460","-1","5"
"7924017","-1","5"
"7931757","-1","5"
"7945775","-1","5"
"7958758","-1","5"
"7961892","-1","5"
"7976359","0","5"
"7978850","1","5"
"7981005","0","5"
"7984714","-1","5"
"7994237","-1","5"
"7995833","1","5"
"8001421","-1","5"
"8013178","0","5"
"8016800","1","4"
"8029100","-1","5"
"8034661","0","5"
"8037383","-1","5"
"8042012","-1","4"
"8045376","-1","5"
"8048644","-1","6"
"8070035","1","5"
"8080770","0","5"
"8084097","-1","5"
"8086381","-1","5"
"8091231","0","5"
"8094206","-1","5"
"8099660","1","5"
"8101403","0","4"
"8105244","-1","5"
"8113470","0","5"
"8117026","1","5"
"8125847","0","5"
"8129338","-1","5"
"8149418","-1","5"
"8152285","1","5"
"8153406","1","5"
"8154010","-1","5"
"8154581","-1","5"
"8154902","-1","5"
"8168193","-1","5"
"8179584","-1","5"
"8179888","1","5"
"8187036","-1","5"
"8207599","-1","5"
"8209443","0","5"
"8219014","1","5"
"8226963","-1","5"
"8229121","-1","5"
"8231379","-1","6"
"8235603","-1","4"
"8237683","-1","4"
"8250156","-1","5"
"8262371","0","5"
"8275163","-1","5"
"8281449","-1","5"
"8285116","1","5"
"8285454","1","5"
"8296608","-1","5"
"8303273","-1","5"
"8309917","-1","6"
"8310524","1","6"
"8314374","-1","5"
"8320251","-1","5"
"8325653","-1","5"
"8327397","-1","5"
"8334219","0","5"
"8335202","-1","5"
"8343448","-1","5"
"8344240","-1","4"
"8346201","-1","5"
"8346814","-1","5"
"8357251","-1","5"
"8369637","-1","5"
"8371067","-1","5"
"8382057","-1","5"
"8383040","1","5"
"8389417","-1","6"
"8389994","-1","5"
"8400842","-1","5"
"8402443","-1","5"
"8414002","-1","4"
"8429681","-1","3"
"8431063","-1","5"
"8434310","-1","5"
"8436366","0","5"
"8458446","-1","5"
"8464827","-1","5"
"8468879","-1","5"
"8469275","-1","5"
"8480463","1","5"
"8494791","-1","5"
"8511799","-1","5"
"8515516","1","5"
"8523999","-1","4"
"8525518","1","5"
"8553953","-1","5"
"8557266","-1","4"
"8557583","-1","5"
"8576860","-1","5"
"8579594","0","5"
"8594338","-1","5"
"8608145","-1","4"
"8623823","-1","5"
"8627683","-1","5"
"8630169","1","5"
"8644109","-1","5"
"8656780","-1","5"
"8657034","-1","5"
"8667429","0","5"
"8671147","1","5"
"8674954","-1","4"
"8680714","-1","5"
"8684665","-1","4"
"8685804","-1","5"
"8688486","1","5"
"8719251","-1","4"
"8720383","-1","5"
"8722746","-1","5"
"8739209","-1","5"
"8743521","-1","4"
"8764969","-1","5"
"8773545","1","5"
"8778055","-1","5"
"8800705","-1","4"
"8805064","1","5"
"8809315","-1","5"
"8814946","-1","5"
"8825359","-1","5"
"8831064","1","5"
"8836000","-1","5"
"8836651","-1","5"
"8844826","-1","5"
"8859911","-1","5"
"8863744","-1","5"
"8866511","1","5"
"8882927","-1","6"
"8888216","1","5"
"8905158","-1","5"
"8906254","-1","5"
"8915608","-1","5"
"8920208","-1","5"
"8922947","-1","5"
"8923981","-1","5"
"8933190","-1","5"
"8947726","-1","5"
"8957305","1","5"
"8960456","-1","5"
"8971593","-1","4"
"8972154","-1","5"
"8976718","-1","5"
"8983618","-1","5"
"9013412","-1","4"
"9018455","-1","5"
"9024404","0","4"
"9025364","-1","4"
"9027129","-1","4"
"9032743","-1","5"
"9035003","-1","5"
"9067363","-1","5"
"9067945","1","5"
"9071493","-1","5"
"9088228","-1","4"
"9094899","-1","5"
"9099887","1","5"
"9100070","-1","5"
"9119115","-1","5"
"9150173","-1","5"
"9152143","-1","5"
"9153479","1","6"
"9162307","0","4"
"9163429","-1","4"
"9171046","-1","5"
"9179493","-1","5"
"9180981","-1","5"
"9191107","-1","4"
"9191557","1","5"
"9195536","0","5"
"9200328","-1","5"
"9203696","-1","5"
"9204033","1","5"
"9217071","1","5"
"9217452","1","5"
"9228725","-1","5"
"9240183","-1","5"
"9251329","-1","3"
"9285543","-1","5"
"9289777","-1","5"
"9290207","1","5"
"9294950","1","5"
"9307146","-1","5"
"9317731","-1","5"
"9330261","-1","4"
"9339028","-1","5"
"9341828","1","4"
"9343745","-1","5"
"9350821","-1","5"
"9352382","-1","5"
"9355217","-1","5"
"9355449","-1","5"
"9366572","-1","5"
"9367495","-1","4"
"9399339","1","5"
"9414671","-1","5"
"9435580","-1","5"
"9451759","-1","5"
"9465346","-1","5"
"9471018","0","5"
"9494870","-1","4"
"9510805","-1","5"
"9570164","-1","5"
"9575152","-1","5"
"9594102","-1","5"
"9613895","-1","5"
"9648357","-1","5"
"9674890","-1","4"
"9797848","-1","5"
"9813050","0","5"
"9824810","1","5"
"9826350","-1","6"
"9842526","1","5"
"9847778","-1","5"
"9848489","-1","4"
"9850042","-1","5"
"9871568","-1","3"
"9897756","-1","5"
"9898988","-1","5"
"9962333","-1","5"
"9967107","-1","4"
"9968665","-1","4"
"10004737","-1","5"
"10040540","-1","5"
"10045193","-1","5"
"10047388","-1","5"
"10056019","-1","5"
"10070248","-1","5"
"10071011","-1","5"
"10074584","-1","5"
"10078566","1","4"
"10121422","-1","5"
"10152554","1","6"
"10164571","-1","5"
"10203801","-1","5"
"10214950","-1","5"
"10229203","-1","4"
"10237685","-1","4"
"10247191","-1","4"
"10252721","-1","5"
"10267876","1","4"
"10274276","-1","5"
"10294251","-1","5"
"10296512","-1","5"
"10323857","-1","5"
"10327423","-1","2"
"10329492","-1","5"
"10329881","0","5"
"10350870","-1","5"
"10353471","1","4"
"10354702","-1","4"
"10384292","-1","5"
"10385286","-1","5"
"10402617","-1","5"
"10403387","-1","5"
"10418375","-1","5"
"10419987","-1","5"
"10423952","-1","5"
"10431086","1","5"
"10450430","-1","5"
"10462732","-1","5"
"10468878","-1","5"
"10479784","-1","5"
"10491615","-1","5"
"10499999","-1","5"
"10516744","-1","4"
"10524368","-1","5"
"10526893","-1","5"
"10542363","1","5"
"10545689","-1","2"
"10547157","0","5"
"10560375","-1","5"
"10578595","0","6"
"10583195","-1","5"
"10585854","-1","4"
"10605001","-1","4"
"10606865","0","5"
"10623381","-1","5"
"10636356","-1","5"
"10648262","-1","5"
"10661353","-1","4"
"10665096","1","4"
"10665255","-1","5"
"10680552","-1","5"
"10689274","-1","4"
"10705186","-1","5"
"10708272","-1","5"
"10721125","-1","5"
"10740054","1","5"
"10747359","-1","5"
"10753922","-1","5"
"10764575","-1","5"
"10766264","-1","5"
"10767060","-1","5"
"10768309","-1","5"
"10770124","-1","4"
"10771653","-1","5"
"10781578","-1","5"
"10782090","-1","5"
"10785174","-1","5"
"10785540","-1","4"
"10787723","-1","5"
"10796214","-1","5"
"10809368","-1","5"
"10822659","-1","5"
"10824920","-1","5"
"10828567","-1","5"
"10829764","-1","5"
"10830934","-1","5"
"10841891","-1","4"
"10849291","-1","2"
"10855886","-1","4"
"10863518","-1","5"
"10864612","-1","5"
"10880751","-1","5"
"10893383","-1","4"
"10899041","-1","6"
"10905683","-1","5"
"10918928","1","5"
"10922815","-1","5"
"10926028","-1","5"
"10927376","0","5"
"10936345","-1","5"
"10942414","1","5"
"10949140","1","5"
"10956360","0","5"
"10958114","0","4"
"10961284","-1","5"
"10966014","1","5"
"10968456","-1","5"
"10974873","-1","5"
"10978892","0","5"
"10988454","0","5"
"10990061","-1","5"
"10999157","-1","5"
"11011102","-1","5"
"11015284","-1","5"
"11030814","0","5"
"11034635","-1","5"
"11042831","-1","3"
"11070015","-1","5"
"11082825","-1","4"
"11088592","-1","5"
"11104553","0","5"
"11119058","-1","5"
"11126593","-1","4"
"11127891","-1","2"
"11128921","-1","5"
"11139858","0","4"
"11141020","-1","5"
"11143365","-1","4"
"11150933","-1","5"
"11155037","-1","5"
"11156293","-1","5"
"11157105","-1","5"
"11157961","-1","5"
"11162965","-1","4"
"11176993","-1","5"
"11180036","-1","5"
"11209556","-1","3"
"11211841","-1","5"
"11220887","1","5"
"11221229","1","6"
"11244952","-1","4"
"11245945","0","5"
"11249207","-1","3"
"11255054","-1","5"
"11256585","1","5"
"11257169","-1","5"
"11287465","-1","5"
"11292858","-1","5"
"11307389","0","5"
"11312857","-1","5"
"11319147","-1","5"
"11324950","-1","5"
"11325931","-1","5"
"11330317","1","5"
"11344277","-1","5"
"11356061","-1","5"
"11357218","-1","5"
"11358025","-1","4"
"11359719","-1","5"
"11361342","-1","6"
"11362845","-1","6"
"11364607","-1","5"
"11379179","-1","5"
"11381952","-1","5"
"11382014","-1","5"
"11393112","-1","5"
"11395556","1","5"
"11414932","-1","5"
"11416297","-1","5"
"11421963","-1","5"
"11435594","-1","4"
"11439291","-1","5"
"11445298","-1","4"
"11445621","-1","5"
"11448060","0","5"
"11453105","1","5"
"11461771","1","5"
"11477279","1","6"
"11479466","-1","5"
"11479486","-1","5"
"11481080","-1","5"
"11488209","-1","4"
"11497509","0","5"
"11498385","0","5"
"11501051","-1","5"
"11503187","-1","5"
"11504350","-1","5"
"11518171","-1","5"
"11520944","-1","5"
"11521560","1","5"
"11534269","1","5"
"11547408","-1","3"
"11555647","-1","5"
"11569737","-1","5"
"11569847","1","4"
"11573773","-1","4"
"11596327","-1","4"
"11603991","-1","5"
"11618198","-1","6"
"11625313","-1","5"
"11628097","-1","5"
"11643014","-1","4"
"11646219","-1","3"
"11647511","-1","5"
"11660868","0","4"
"11663902","1","6"
"11666130","-1","5"
"11673128","-1","5"
"11674910","-1","5"
"11676607","1","5"
"11679491","-1","5"
"11685050","-1","4"
"11685309","-1","5"
"11703035","-1","5"
"11705844","-1","5"
"11713254","1","5"
"11720674","0","5"
"11725722","0","4"
"11729060","0","4"
"11753797","-1","5"
"11759658","-1","5"
"11761149","-1","3"
"11762726","-1","5"
"11763321","-1","4"
"11763333","-1","5"
"11763357","-1","5"
"11780823","-1","6"
"11784967","-1","4"
"11788268","0","5"
"11791569","-1","5"
"11806955","-1","5"
"11811209","0","5"
"11817388","1","4"
"11824516","-1","5"
"11827230","-1","5"
"11834595","1","5"
"11848432","0","5"
"11863998","-1","5"
"11875387","1","5"
"11894257","-1","3"
"11894666","-1","4"
"11900929","-1","5"
"11901632","-1","5"
"11914696","1","5"
"11918149","-1","5"
"11949487","-1","5"
"11952226","-1","5"
"11965208","-1","5"
"11989959","-1","4"
"11990729","-1","5"
"11993603","-1","5"
"12009230","-1","5"
"12013771","-1","5"
"12016312","-1","5"
"12028100","-1","5"
"12028136","1","5"
"12033175","-1","5"
"12039401","-1","5"
"12043598","-1","4"
"12050588","-1","5"
"12060749","-1","5"
"12073174","-1","5"
"12075304","-1","5"
"12109653","1","5"
"12110876","-1","5"
"12125579","-1","5"
"12127277","-1","6"
"12128690","-1","4"
"12143968","1","5"
"12149265","-1","3"
"12151482","1","5"
"12152762","-1","5"
"12154777","-1","5"
"12166468","-1","5"
"12167080","0","5"
"12182665","-1","5"
"12186804","0","5"
"12198118","-1","5"
"12202475","-1","5"
"12210748","1","5"
"12219199","0","5"
"12219762","-1","4"
"12221159","-1","5"
"12232143","-1","5"
"12238292","-1","5"
"12257447","-1","5"
"12260010","-1","5"
"12270345","0","5"
"12327265","-1","4"
"12334862","-1","5"
"12335914","1","4"
"12342148","1","5"
"12353472","1","5"
"12353627","-1","5"
"12355926","-1","5"
"12356799","-1","4"
"12360530","-1","5"
"12362619","-1","5"
"12385722","-1","5"
"12388928","0","5"
"12394616","-1","5"
"12408068","-1","5"
"12410502","0","4"
"12415275","-1","3"
"12416349","1","4"
"12433234","-1","5"
"12433462","-1","5"
"12442106","-1","5"
"12444501","-1","5"
"12472506","-1","5"
"12473895","1","5"
"12489042","-1","5"
"12498356","-1","5"
"12508694","-1","5"
"12510467","-1","4"
"12512433","-1","5"
"12527107","1","5"
"12547319","-1","5"
"12549371","-1","5"
"12555413","-1","5"
"12560375","-1","5"
"12565777","-1","5"
"12571870","0","5"
"12588875","-1","5"
"12595419","-1","5"
"12595990","-1","5"
"12606286","-1","5"
"12616915","0","5"
"12635476","-1","5"
"12646639","-1","5"
"12652121","-1","5"
"12653863","-1","5"
"12659083","-1","5"
"12661611","0","4"
"12665934","-1","5"
"12670324","-1","5"
"12694333","-1","5"
"12706093","-1","5"
"12710280","-1","5"
"12714214","0","5"
"12721150","-1","5"
"12721832","1","5"
"12737056","-1","5"
"12737896","-1","4"
"12738420","1","5"
"12746192","1","5"
"12757712","1","5"
"12765593","-1","5"
"12775976","-1","5"
"12776447","-1","4"
"12786150","-1","5"
"12787125","-1","5"
"12788368","-1","5"
"12789815","-1","5"
"12791033","-1","5"
"12801552","-1","5"
"12809386","1","5"
"12823187","-1","5"
"12840363","-1","5"
"12841969","-1","4"
"12847941","-1","5"
"12849148","-1","5"
"12858978","1","6"
"12861344","0","5"
"12862026","-1","5"
"12864464","-1","5"
"12868571","-1","5"
"12876368","-1","5"
"12881118","-1","5"
"12888543","-1","4"
"12902343","1","6"
"12903967","0","5"
"12922029","-1","5"
"12923294","-1","5"
"12943151","-1","5"
"12944298","-1","5"
"12947574","-1","4"
"12975612","-1","5"
"12980046","-1","5"
"12983479","-1","5"
"13007212","-1","5"
"13024952","-1","5"
"13024970","-1","3"
"13027852","0","4"
"13034499","1","5"
"13052467","-1","4"
"13061920","-1","5"
"13071179","-1","5"
"13072743","-1","4"
"13074290","-1","5"
"13097623","-1","5"
"13107238","-1","5"
"13114729","-1","5"
"13117233","-1","5"
"13132581","-1","4"
"13151277","-1","5"
"13152499","-1","3"
"13155077","-1","5"
"13159537","-1","5"
"13169189","-1","4"
"13170853","-1","5"
